10253|El Pueblo Unido Jams Ser Vencido|Music bySergio Ortega|
10254|Keep The Faith|None|rock
10260|Mr. Bojangles|Music byJerry Jeff Walker|rock
10265|Runaway|None|rock
10269|Born To Be My Baby|None|rock
10272|Con te partiro|Music byFrancesco Sartori|pop
10277|My Man|Music byMaurice Yvain|
10278|So Small|None|
1028|Moon River|Music byHenry Mancini|movies
10282|Jesus Take The Wheel|None|
10296|The Stars Will Remember|None|
103|Always On My Mind|Music byWayne Thomps|
1030|Guantanamera|Music byJoseto Fernndez|folk
1031|Santa Claus is Coming to Town|None|
10312|At The End Of A Rainbow|Music byJimmy Krondes|pop
10318|Baker Street|Music byGerry Rafferty|rock
10320|Close to You|Music byAl Hoffman|pop
10321|Imagine|Music byJohn Lennon|rock
10327|I Bowed on my Knees and Cried Holy|Music byNettie Dudley Washington|worship
1034|Kyrie|Music byGreg Johnston|
1035|Stormy Weather|Music byHarold Arlen|jazz
1036|Strangers In The Night|Music byBert Kaempfert|jazz
10369|Oh, You Crazy Moon|Music byJimmy van Heusen|broadway
10370|I Didn't Know What Time It Was|Music byRichard Rodgers|
10371|Nothing Else Matters|Music byLars Ulrich|rock
10373|When Your Lover Has Gone|Music byE. A. Swan|blues
1038|Goodbye Pork Pie Hat|Music byCharles Mingus|jazz
10395|Birthday|None|pop
10399|Because We're Kids|Music byFederick Hollander|jazz
104|Ain't No Mountain High Enough|Music byNickolas Ashford,Valerie Simpson|
10400|Because We're Kids|Music byFrederick Hollander|
10401|Because We're Kids|Music byFrederick Hollander|
1041|Watchman, Tell Us of the Night|Music byJoseph Parry|
10410|Lord, We Praise You|Music byOtis Skillings|worship
10418|Holy Day|None|pop
1042|Tout Va Bien|None|
10433|Any broken hearts to mend?|None|
1044|Pensons  l'avenir babe|None|
10456|I Understand|Music byMabel Wayne|pop
10466|Black Magic Woman|Music byPeter Green|pop
1047|Feel Like Makin' Love|Music byEugene McDaniels|
10473|Don't Rain On My Parade|Music byJule Styne|broadway
10488|Les Lacs du Connemara|Music byJacques Revaux|
105|Bluesette|Music byToots Thielemans|
10508|The Godfather Waltz (Come Live Your Life With Me)|Music byNino Rota|movies
10509|Love Said Goodbye|Music byNino Rota|movies
10510|Michael's Theme|Music byNino Rota|movies
10511|Theme From The Godfather II|Music byNino Rota|movies
10512|Senza Mamma (Without A Mother)|Music byFrancesco Pennino|movies
10513|Napule Ve Salute (Goodbye To Naples)|Music byFrancesco Pennino|movies
10519|Frenesi|Music byAlberto Dominguez|pop
1053|A Good Man Is Hard To Find|Music byEddie Green|
10530|Sorry seems to be|Music byElton John|pop
1054|Me and Bobby McGee|None|
10540|And All That Jazz|Music byJohn Kander|broadway
1055|Wave|None|
10550|Build My Mansion|Music byDottie Rambo|worship
10571|Lay Your Hands On Me|None|rock
10575|Something for the Pain|None|rock
10584|Meeting of the Waters, The|Music byIrish folk tune|folk
10587|The Last Post|Music byTraditional English|traditional
10588|Since I Fell For You|Music byBuddy Johnson|blues
106|Autumn Leaves|Music byJoseph Kosma|jazz
10601|It Only Takes A Moment|Music byJerry Herman|broadway
10602|All My Loving - VERSION 2|Music byJohn Lennon,Paul McCartney|rock
10604|Help!|Music byJohn Lewnnon,Paul McCartney|pop
10605|Girl|Music byJohn Lennon,Paul McCartney|pop
10626|There is a River|Music byDavid &amp; Max Sapp|worship
1063|That old feeling|Music bySammy Fain|
10630|He Looked Beyond My Fault|Music byLonderry Aire|worship
10631|Sheltered in the Arms of God|Music byDottie Rambo|worship
10632|He Was There All the Time|Music byGary A. Paxton|worship
10633|House of Gold|Music byHank Williams|worship
10635|I'm so Lonesome I Could Cry|Music byHank Williams|folk
10636|I Can't Help It|Music byHank Williams|folk
10641|It Had To Be You (With Verse)|Music byIsham Jones|jazz
10644|L-O-V-E|Music byBert Kaempfert|jazz
10645|Fungii Mama|Music byBlue Mitchell|jazz
10646|Sweet Rosie O'Grady|Music byMaud Nugent|traditional
10651|Sunday|Music byBennie Krueger,Chester Cohn,Jule Styne,Ned Miller|jazz
10655|Molly Malone|Music byTraditional Irish Folk Song|folk
10656|Hey, Soul Sister|Music byAmund Bjorklund,Espen Lind,Patrick Monohan|pop
10662|Central Park West|Music byJohn Coltrane|jazz
10663|Green Onions|Music byBooker T|rock
10675|She'll be coming round the mountain|Music bytraditional|
10680|Sweet Beulah Land|Music bySquire Parsons|worship
10681|We Are So Blessed|Music by1982,Greg Nelson,William J &amp; Gloria Gaither|worship
10682|Until You've Known the Love of God|Music byRusty Goodman|worship
10683|Until Then|Music by1958,Stewart Hamblen|worship
10684|Unclouded Day|Music by1880,Josiah K. Alwood|worship
10686|He Is Here|Music byKirk Talley|worship
10687|For Those Tears I Died|Music by1969,Marsha J. Stevens|worship
10688|Consider the Lillies|Music by1977,Joel Hemphill|worship
10689|Holy Ground|Music by1983,Geron Davis|worship
10690|I Love You Lord|Music by1978,Laurie Klein|worship
10691|I Believe in a Hill Called Mount Calvary|Music by1968,William &amp; Gloria Gaither|worship
10692|The Happy Wanderer|Music byFriedr.W.Moller|folk
10699|Softly softly|Music byMark Paul|
107|Bernie's Tune|Music byBernie Miller|jazz
1070|Open Arms|Music byJonathan Cain,Steve Perry|
10702|Don't It Make My Brown Eyes Blue|Music byRichard Leigh|
10703|Green River|None|rock
1071|(You Make Me Feel Like) A Natural Woman|None|
1072|Over The Rainbow|Music byHarold Arlen|movies
10758|Maybe|Music byAllan Flynn and Frank Madden|
10759|Love Is The Sweetest Thing|Music byRay Noble|jazz
10760|I Have But One Heart|Music byJohnny Farrow|pop
10761|The Dipsy Doodle|Music byLarry Clinton|jazz
10762|Boo-Hoo|Music byCarmen Lombardo,Edward Heyman,John Jacob Loeb|pop
10763|We Just Couldn't Say Goodbye|Music byHarry Woods|jazz
10764|Ill Wind|Music byHarold Arlen|broadway
10765|Goodbye World, Goodbye|Music by1965,Mosie Lister|worship
10766|Little is Much When God is In It|Music by1924,Kittie L. Suffield|worship
10767|Mack The Knife|Music byKurt Weill|broadway
10768|What A Day For a Daydream|Music byLovin&#039; Spoonful|folk
10774|Ciao, ciao, bambino|Music byDomenico Modugno|
10775|Do You?|Music byF. Henri Klickmann|pop
10776|Find Your Time|Music byMorante Jose|children
10777|Che Sar|Music byC. Pes,J. Fontana|
1079|Tea for Two|Music byVincent Youmans|
10792|Yankee Doodle|Music byTradition Folk Song|traditional
10793|Honeysuckle Rose|Music byThomas Waller|jazz
10794|'Round Midnight|Music byThelonious Monk|jazz
10795|Love's Old Sweet Song|Music byJames L. Malloy|pop
10798|A Night In Tunisia|Music byDizzy Gillespie|jazz
108|Black Orpheus|Music byLuiz Bonfa|jazz
1080|Star Wars|Music byJohn Williams|
10800|I Should Care|Music byAlex Stordalh,Paul Weston,Sammy Cahn|jazz
10801|Do Nothing Till You Hear From Me|Music byDuke Ellington|jazz
10804|Let Me Call You Sweetheart|Music byLeo Friedman|pop
10806|When I Dream Of Old Erin|Music byLeo Friedman|pop
10807|FABIOLA|Music byRocco Granata|pop
10808|Meet Me Tonight In Dreamland|Music byLeo Friedman|
10809|Too-ra-loo-ra-loo-ral|Music byJ. R. Shannon|children
1081|So What|Music byMiles Davis|
10814|Mabel|Music byDjango Reinhardt|jazz
10815|Folie a Amphion|Music byDjango Reinhardt|jazz
10816|Whispering|None|
1082|Trois Petites Notes de Musique|Music byGeorges Delerue|
10820|The Blood that Stained the Old Rugged Cross|Music by1942,Albert E,Brumley|worship
10823|I Want A Girl|Music byHarry Tilzer|pop
10824|Melodia|Music byHerbert Ernst Groh|folk
10825|I'm Crying Just For You|Music byJames V. Monaco|pop
10826|By The Light Of The Silvery Moon|Music byGus Edwards|pop
1083|Alouette, Alouette|Music byAriel Ramirez|
10834|In Apple Blossom Time|Music byAlbert Von Tilzer|
1084|Mon amant de Saint-Jean|Music byEmile Carrara|
10842|True Love|None|movies
10844|Born Again|Music by1974,Andrew Culverwell|worship
10845|Do You Know My Jesus?|Music by1957,V. B. Ellis &amp; William F. Lakey|worship
10846|Gentle Shepherd|Music by1974,William &amp; Gloria Gaither|worship
10847|Give Them All To Jesus|Music byPhil Johnson and Bob Benson|worship
10849|I Should Have Been Crucified|Music by1973,Gordon Jensen|worship
1085|Aragon et Castille|None|
10850|I Want to Stroll Over Heaven With You|Music by1956,Milton Dodson|worship
10851|Ugly Beauty|Music byThelonious Monk|jazz
10852|I Will Serve Thee|Music by1969,William &amp; Gloria Gaither|worship
10853|I'd Rather Have Jesus|Music byGeorge Beverly Shea|worship
10854|If That Isn't Love|Music by1969,Dottie Rambo|worship
10856|I'll Talk To My Father|Music byRonny Hinson|worship
10857|I'm Too Far From Where I Started|Music by(Unknown) Arrangement Larry Johnson 2011|worship
10858|In His Time|Music by(unknown) Maranatha Music Arrangement: Larry Johnson 2011|worship
10859|In The Garden|Music byC Austin Miles 1912|worship
10860|Learning to Lean|Music byJohn Stallings 1976|worship
10861|Let Us Break Bread Together|Music byAfrican American Spiritual|worship
10865|When You And I Were Young, Maggie|Music byJames Austin Butterfield|folk
10866|Let's Just Praise the Lord|Music byWilliam &amp; Gloria Gaither 1972|worship
10867|Life's Railway to Heaven|Music byCharles D. Tillman 1890|
10868|Lord, I'm Coming Home|Music byWilliam J. Kirkpatrick 1892|worship
10871|Love Grew Where the Blood Fell|Music byJohn Stallings 1976|worship
10873|Joshua Fit The Battle Of Jericho|Music byAfrican-American Spiritual|folk
10875|Mansion Over the Hilltop|Music byIra F. Stanphill|worship
10876|More Of You|Music byGloria Gaither,Williaim Gaither &amp; Gary Paxton 1977|worship
10879|All kinds of everything (remind me of you)|Music byDerry Lindsay,Jackie Smith|blues
10885|Whistling Rufus|Music byKerry Mills|
10887|Precious Lord, Take My Hand|Music byThomas A. Dorsey|worship
10888|Precious Memories|Music byJ. B. F. Wright 1925|worship
10889|Saints will Rise|Music byConrad Cook 1983|worship
10890|Something Beautiful|Music byWilliam J. &amp; Gloria Gaither 1971|worship
10891|Step Into The Water|Music byKirk Talley 1961|worship
10892|Ten Thousand Angels|Music byRay Overholt 1959|worship
10893|The Longer I Serve Him|Music byWilliam J. Gaither 1965|worship
10895|One alone|Music bySigmund Romberg|
10896|This Is Always|Music byHarry Warren|jazz
10897|I'm Alone Because I Love You|Music byJoe Young|
109|Blue Bossa|Music byKenny Dorham|
10903|Que Reste-t-il de Nos Amours ?|None|jazz
10904|Menilmontant|None|jazz
10905|Black Orpheus|Music byLuiz Bonfa|jazz
10906|BLUE DRAG|Music byJOSEF MYROW|jazz
10907|C'est Si Bon|Music byHenri Betti|jazz
10908|Les Feuilles Mortes|Music byJoseph Kosma|jazz
10909|J'attendrai|Music byDino Oliveri|jazz
10910|La Mer|Music byCharles Trenet|jazz
10911|Ma premiere Guitare|Music bySacha Distel|jazz
10912|Nuages|Music byDjango Reinhardt,Stephane Grappelli|jazz
10913|(Je suis) Seul ce soir|None|jazz
10914|Si tu savais|Music byGeorge Ulmer|jazz
10915|Bei Dir War Es Immer So Schon|Music byTheo Mackeben|jazz
10916|Coucou|Music byDjango Reinhardt,Stephane Grappelli|jazz
10917|Billets Doux|Music byMaurice Yvain|jazz
10924|The Old Rugged Cross Made the Difference|Music byWilliam J. &amp; Gloria Gaither 1970|worship
10925|The Savior is Waiting|Music byRalph Carmichael|worship
10926|The Way That He Loves|Music byW. Elmo Mercer 1958|worship
10927|The Wonder Of It All|Music byGeorge Beverly Shea 1957|worship
10928|Then Came the Morning|Music byWilliam J &amp; Gloria Gaither 1982|worship
10929|There's Something About That Name|Music byBill &amp; Gloria Gaither|worship
10930|This Is The Time I Must Sing|Music byWilliam J &amp; Gloria Gaither 1975|worship
10931|This World Is Not My Home|Music byAlbert E. Brumley 1937|
10932|Thou Art Worthy|Music byPauline Michael Mills 1963|worship
10933|The Wild Blue Yonder|None|
10934|Through It All|Music byAndre Crouch 1971|worship
10935|We Have Come Into His House|Music byBruce Ballinger 1976|worship
10936|We'll Understand It Better By and By|Music byCharles A. Tindley 1905|worship
10937|Were You There|Music byAfrican-American Spiritual|worship
10938|When He was on the Cross|Music byRonnie Hinson &amp; Mike Payme 1984|worship
10939|Wings of A Dove|Music byBob Ferguson 1959|worship
10940|Who Am I|Music byRusty Goodman 1965|worship
10941|Without Him|Music byMylon LeFevre 1963|worship
10951|The Best Is Yet To Come|Music byCy Coleman|
10961|Summer Wind|Music byHenry Mayer|
10964|Rivers of Babylon|Music byBrent Dowe,Trevor McNaughton|traditional
10966|I've got you under my skin|None|jazz
1097|Bonana|Music byChico  Batera|
10975|The Stripper|Music byDavid Rose|
10979|Linda|None|jazz
10984|Gone With The Wind|Music byAllie Wrubel|
10986|Goldfinger|Music byJohn Barry|movies
1099|Angie|None|
10996|Moonraker|Music byJohn Barry|
110|Cantaloupe Island|Music byHerbie Hancock|jazz
1100|The Wayfaring Stranger|Music bySpiritual|
11006|There! I've Said It Again|Music byRedd Evans and Dave Mann|
11007|Shine|Music byC. Mack,F. Dabney,L. Brown|jazz
11013|(anonymous) Romance|Music byAntonio RubiraF|traditional
11016|Quiereme Mucho (Yours)|Music byGonzalo Roig|pop
11021|The Old Rugged Cross|Music byGeorge Bennard 1913|worship
1103|Body and Soul|Music byJohnny Green|jazz
1104|I Can't Get Started|Music byVernon Duke|
11040|La plus valse d'amour|Music byJacques Hlian et son Orchestre|traditional
11043|Those were the days|Music byGene Raskin,Traditional|traditional
11046|Autumn in Rome|Music byAlessandro Cicognini and Paul Weston|movies
11048|How Old Am I?|None|classic
11049|Last Night When We Were Young|Music byHarold Arlen|pop
1105|I Believe|None|
11050|Stay With Me|Music byJerome Moross|movies
11055|I can't believe I'm losing you|Music byPhil Zeller|
11056|I can't believe I'm losing you|Music byPhil Zeller|
11062|A Portrait of Jennie|Music byJ. Russell Robinson|classic
11071|I'm All Smiles|Music byMichael Leonard|broadway
11074|I Had The Craziest Dream|Music byHarry Warren|
11078|Into Each Life Some Rain Must Fall|Music byAllan Roberts|
11079|Mam'selle|Music byEdmund Goulding|movies
1108|Gloria, Gloria, Aleluya|None|
11080|Anastasia|Music byAlfred Newman|movies
11088|Nina Never Knew|Music byLouis Alter|classic
11099|Forget Domani|Music byRiz Ortolani|
111|Boogie Wonderland|Music byAllee Willis,Jon Lind|
11101|This Heart of Mine|Music byHarry Warren|classic
11103|Dancing on the Ceiling|Music byRichard Rodgers|classic
11105|Triste|None|jazz
11109|By Myself|Music byArthur Schwartz|classic
11111|Biscaya|Music byGiorgio Moroder|pop
11112|Moon and Sand|Music byAlec Wilder|classic
11116|My Ship|Music byKurt Weill|broadway
11118|Ballerina|Music byCarl Sigman|jazz
11119|Listen Here|Music byEddie Harris|jazz
11120|A Swingin' Safari|Music byBert Kaempfert|pop
11122|If (They Made Me A King)|Music byTolchard Evans|
11123|Christo Redentor|Music byDonald Byrd|jazz
11124|The Face I Love|Music byMarcos Valle|
11131|All About Ronnie|None|jazz
11139|Broadway|None|jazz
1114|Baby Elephant Walk|Music byHenry Mancini|
11140|Dansero|None|classic
11145|Easy Street|None|jazz
11147|Steh Ich In Finstrer Mitternacht|Music byGerman University Song (Traditional)|traditional
11150|We've Only Just Begun|Music byRoger Nichols|
11152|test|Music bytest|classic
11158|Blue Moon|Music byRichard Rodgers|jazz
11164|Paloma Blanca|None|pop
11165|The girl that I marry|Music byIrving Berlin|
11170|Ti Amo|Music byBerebi,Tozzi|pop
11181|Gentle Rain|Music byMatt Dudley|jazz
11186|One Less Bell to Answer|Music byBurt Bacharach|
1119|One For My Baby|Music byHarold Arlen|jazz
11197|Cornish Rhapsody|Music byHubert Bath|movies
11198|The Late Late Show|Music byMurray Berlin|jazz
11199|Interlude|Music byPete Rugulo|jazz
1120|Someone To Watch Over Me|Music byGeorge Gershwin|
11202|The Man With The Horn|Music byBonnie Lake &amp; Eddie DeLange,Jack Jenny|jazz
11203|The Midnight Sun WIll Never Set|Music byHenri Salvador,Quincy Jones|jazz
11205|Hot Toddy|Music byRalph Flanagan|jazz
1122|Acaba logo com esse choro|Music byChico  Batera|
1123|When You Wish Upon A Star|Music byLeigh Harline|
11235|Bandiera Rossa|Music byItalian Traditional|traditional
11252|I Cover the Waterfront|Music byJohn W. Green|
11256|Oh Love, Hast Thou Forsaken Me|None|jazz
11257|Where Flamingoes Fly|Music byEl Thea,Harold Courlander,John Benson Brooks|jazz
11258|Piano In The Dark|Music byBrenda Russell,Jeff Hall,Scott Cutler|pop
1126|Love Look Away|Music byRichard Rogers|
11261|Speedball|Music byLee Morgan|jazz
11263|Starting With You|Music byDuke Ellington,Johnny Hodges,Pat Stewart|jazz
11264|Molly-O|Music byElmer Bernstein|movies
11265|Scotch and Soda|Music byDave Guard|folk
1127|What'll I Do|None|jazz
11271|Drinking From My Saucer|Music byMichael Combs 1999|worship
11273|Sand In My Shoes|Music byVictor  Schertzinger|classic
11276|The Night We Called It A Day|Music byMatt Dennis|jazz
11277|Love With the Proper Stranger|Music byElmer Bernstein|movies
11278|The Night We Called It A Day|Music byMatt Dennis|jazz
11279|My Silent Love|Music byDana Seuss|jazz
11280|Mimi|Music byRichard Rodgers|movies
11281|I'm Yours|Music byJohnny Green|classic
11282|Did You Ever See A Dream Walking?|Music byHarry Revel|
11283|I Hear Music|Music byBurton Lane|movies
11284|With A Little Help From My Friends|Music byJohn Lennon &amp; Paul McCartney|pop
11285|The Lonesome Road|Music byNathaniel Shilkret|worship
11289|Never, Never, Never|Music byTony Renis|jazz
11297|We are the world|Music byLionel Richie|pop
113|Eternal Flame|Music byBilly Steinberg|
11301|You'd Better Love Me|Music byHugh Martin,Timothy Gray|jazz
11303|Once in a Lifetime|Music byLeslie Bricusse and Anthony Newley|broadway
11307|Am I Blue?|Music byHarry Akst|jazz
11308|Am I In Love?|Music byHarry Warren|movies
11312|Anywhere the Heart Goes|Music byHenry Mancini|television
11318|Aren't You Glad You're You?|Music byJimmy Van Heusen|movies
11320|Best That You Can Do (Arthur's Theme)|Music byBurt Bacharach,Christopher Cross|movies
11327|Body and Soul (diatonic middle)|Music byJohnny Green|jazz
11339|A Child is Born|Music byThad Jones|jazz
11344|Nuages|Music byDjango Reinhardt|jazz
11345|Right as the Rain|Music byHarold Arlen|broadway
11346|Where Love Has Gone|Music byJimmy Van Heusen|movies
11350|Footprints in the Sand|Music byDavid Krueger,Per Magnussen,Richard Page,Simon Cowell|worship
11351|What is There to Say|Music byVernon Duke|broadway
11365|Highland Cathedral|Music byMichael Korb,Ulrich Roever|
11369|Hit the Road to Dreamland|Music byHarold Arlen|movies
11370|Perhaps, Perhaps, Perhaps|Music byOsvaldo Farres|
11375|My Shining Hour|Music byHarold Arlen|movies
11376|Out of This World|Music byHarold Arlen|movies
11377|Everything A Man Could Ever Need|Music byMac Davis|
11381|I Never Has Seen Snow|Music byHarold Arlen|broadway
11382|It Was Written in the Stars|Music byHarold Arlen|movies
11394|Pretend You Don't See her|None|jazz
11395|So Long, Big Time|Music byHarold Arlen|jazz
11397|One Moment Worth Years|Music byDave Brubeck|jazz
1140|Come Back To Sorrento (Torna a Surriento)|Music byErnesto de Curtis 1902|classic
11403|Summer song|Music byDave Brubeck|
11405|When I Was Young|Music byDave Brubeck|jazz
1141|La cucaracha|Music byTraditional Mexican|
11411|Weep No More|None|jazz
11413|Let Me Touch Him|Music byRev. V. B. Ellis|worship
11419|The Duke|Music byDave Brubeck|jazz
1142|Nature Boy|None|children
11421|Strange Meadowlark|Music byDave Brubeck|jazz
11422|Paris is a Lonely Town|Music byHarold Arlen|movies
11427|A Game of Poker|Music byHarold Arlen|broadway
1145|Haragszik az desanym|Music byHungarian folk song|folk
1146|Polka Dots and Moonbeams|Music byJimmy Van Husen|
1148|Alfie|Music byBurt Bacharach|
115|Honeysuckle Rose|Music byThomas Waller|
1154|The Addams Family Theme|None|
1155|Down By The Riverside|Music byTraditional|traditional
11561|Bluesette|Music byJean Thielemans|jazz
11564|You're Gonna hear From Me|Music byAndr Previn|movies
11566|Roses Of Picardy|Music byHaydn Wood|
11567|Limelight|Music byCharles Chaplin|movies
11568|It's So Peaceful In The Country|Music byAlec Wilder|classic
1157|Mister Ed|None|television
11571|Kissing A Fool|Music byGeorge Michael|
11572|God on the Mountain|Music byTracy Dartt 1975|worship
1158|All The Way|Music byJames Van Heusen|broadway
11585|Lost|Music byAlan Chang,Jann Arden Richard,Michael Bubl|
11588|Can You Read My Mind?|Music byJohn Williams|
11589|White Wedding|Music byBilly Idol|pop
11591|Either It's Love Or It Isn't|Music byAllan Roberts|
116|The Days of Wine and Roses|Music byHenry Mancini|jazz
1160|Il pleut, il pleut, Bergre|Music byVictor Simon|traditional
11601|Land der Berge|Music byWolfgang Amadeus Mozart|classic
11603|I Wish You Love|Music byCharles Trenet|
11604|Superman|Music byJohn Ondrasik|
11607|Ruby|Music byHeinz Roemheld|movies
11609|Charmaine|Music byErno Rapee,L. Pollack|classic
11611|Spring WIll Be a Little Late This Year|None|movies
11613|Lucky to Be Me|Music byLeonard Bernstein|broadway
11618|I Got Plenty o' Nuttin'|Music byGeorge Gershwin|jazz
1162|I Told Ya I Love Ya Now Get Out|None|
11620|Mustrmag|Music byUnknown|
1163|Intermezzo|Music byPietro Mascagni|classic
11631|Sunday in New York|Music byPeter Nero|movies
11639|Walking Happy|Music byJimmy van Heusen|broadway
1164|Giant Steps|Music byJohn Coltrane|jazz
11640|Senza Fine|Music byGino Paoli|broadway
11641|The Shadow Of Your Smile|Music byJohnny Mandel|jazz
1165|A La Claire Fontaine|Music byTraditionnel|
11654|Moment to Moment|Music byHenry Mancini|movies
11655|Comedy Tonight|None|broadway
11659|Bright Brown|Music byNico Sarbanes|jazz
11661|Avocet|Music byNico Sarbanes|jazz
11662|Nata de Coco|Music byNico Sarbanes|jazz
11665|Beauty and the Beast|Music byAlan Menken|broadway
11666|Under the Sea|Music byAlan Menken|broadway
11667|A WHOLE NEW WORLD|Music byAlan Menken|movies
11668|I Just Can't Wait to be King|Music byElton John|movies
11669|When the World Was Young|Music byM. Phillippe-Gerard|classic
1167|A Felicidade|Music byAntonio Carlos Jobim|
11671|Ballad of the Sad Young Men|Music byTommy Wolf|broadway
11673|Change My Heart Oh God|Music byEddie Espinoza 1982|worship
11675|Change My Heart Oh God|Music byEddie Espinoza 1982|worship
11681|l'horloge tourne|Music byMickael Miro|pop
11690|Close Enough For Love|Music byJohnny Mandel|
11692|Parking Lot Blues|Music byRay Brown|jazz
11693|Put Your Dreams Away|Music byStephan Weiss and Paul Mann|
117|Flashdance... What a Feeling|Music byGiorgo Moroder|
11701|In Dulci Jubilo|Music byInconnu|traditional
11702|Les Valseuses|Music byStephane Grappelli|movies
11706|Fantomas|Music byMichel magne|movies
11709|Sweet goodbyes|None|pop
1171|Listen Here|None|jazz
11710|My Tribute|Music byAndre Crouch 1971|worship
11716|Cavatina|Music byJohn Williams|pop
11717|For Turiya|Music byCharlie Haden|jazz
11721|A Man and a Woman|Music byFrancis Lai|movies
11723|A Quiet Girl|Music byLeonard Bernstein|broadway
11724|This is The Life|Music byCharles Strouse|broadway
11731|Greensleeves|Music byWilliam Ballet|traditional
11733|Goin' Out of My Head|None|pop
11735|Saginaw, Michigan|Music byDon Wayne &amp; Bill Anderson 1963|pop
11737|Killer Joe|Music byBenny Golson|jazz
11752|Verde|Music byRicky King|folk
11753|On A Little Street In Singapore|Music byPeter DeRose|
11754|Yellow Days|Music byAlvaro Carrillo|
11755|Little Girl Blue|Music byRichard Rodgers|broadway
11756|Unforgettable|Music byIrving Gordon|jazz
11764|When the Wind Was Green|None|classic
11767|Call Me|None|pop
11769|Deep Night|Music byCharlie Henderson|
11781|Hurt So Bad|None|pop
11785|The Logical Song|None|
11788|Night And Day|Music byCole Porter|
11794|Yesterdays|Music byJerome Kern|movies
11796|There's No You|Music byHal Hopper|pop
118|I Got Rhythm|Music byGeorge Gershwin|jazz
11801|Brooklyn|None|
11802|Born To Be Blue|Music byMel Torme|blues
11803|Children Of The Revolution|None|rock
11807|Tears on my Pillow|None|rock
